task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
29,a5a74c79e513b96b,"Frau Berger erhält im April 2026 einen Airdrop von 10.000 Token des Projekts ‚AlphaDAO'. Bedingung für den Airdrop war, dass sie in der Vergangenheit das AlphaDAO-Protokoll genutzt hatte. Sie hat keinerlei Gegenleistung erbracht und keinen Token-Kauf getätigt. Der Token hat zum Zeitpunkt der Gutschrift auf ihrer Wallet einen Marktwert von EUR 2 pro Token. Frau Berger hält die Token sechs Monate und verkauft sie dann zu EUR 5 pro Token. Wie ist der Airdrop steuerlich einzuordnen, und wie berechnet sich der Veräußerungsgewinn?",Der Airdrop ist kein Einkommen. Er ist nur ein Vorteil für die Verwendung des AlphaDAO-Protokolls. Der Veräußerungsgewinn ist steuerfrei. Er wird in der Steuererklärung als Einkommen angegeben. Der Marktwert wird als Einkommen berücksichtigt. Der Airdrop,"Ein Airdrop ohne Gegenleistung stellt keinen Anschaffungsvorgang dar. Die erhaltenen Token haben Anschaffungskosten von null Euro (§ 27b Abs. 3 EStG). Im Unterschied zu Staking-Rewards, die als laufende Einkünfte aus der Überlassung von Kryptowährungen erfasst werden, ist ein reiner Airdrop mangels zugrunde liegender Überlassung oder sonstiger Leistung nicht als laufende Einkünfte gemäß § 27b Abs. 2 EStG zu qualifizieren. Der Airdrop selbst löst im Zeitpunkt des Zuflusses noch keine Einkommensteuerpflicht aus. Erst die spätere Veräußerung ist steuerpflichtig: Veräußerungserlös 10.000 × EUR 5 = EUR 50.000, Anschaffungskosten EUR 0, Veräußerungsgewinn EUR 50.000, steuerpflichtig mit 27,5 % (§ 27a Abs. 1 EStG).",§ 27b Abs. 3 EStG; § 27b Abs. 1 EStG; § 27a Abs. 1 EStG,1,1,1,2,3,1,"""§ 27b. (1) Einkünfte aus Kryptowährungen ... sind laufende Einkünfte (Abs. 2) und Einkünfte aus realisierten Wertsteigerungen (Abs. 3). (2) Zu den laufenden Einkünften aus Kryptowährungen gehören 1. Entgelte für die Überlassung von Kryptowährungen und 2. der Erwerb von Kryptowährungen durch einen technischen Prozess ... Keine laufenden Einkünfte stellen die erworbenen Kryptowährungen dar, wenn ... die Kryptowährungen unentgeltlich (Airdrops) ... übertragen werden ... Die in diesen Fällen erworbenen Kryptowährungen sind nach Maßgabe des Abs. 3 zu besteuern."" (§ 27b Abs. 1–3 EStG 1988)
""§ 27a. (1) Einkünfte aus Kapitalvermögen unterliegen 1. im Fall von Geldeinlagen ... einem besonderen Steuersatz von 25%, 2. in allen anderen Fällen einem besonderen Steuersatz von 27,5%."" (§ 27a Abs. 1 EStG 1988)","Wrong on the central legal point: states the subsequent Veräußerungsgewinn is ""steuerfrei"". Per § 27b Abs. 3 i.V.m. § 27a Abs. 1 EStG the Veräußerung is steuerpflichtig (27,5%). Hallucinated tax-free outcome that contradicts the cited EStG provisions."
30,a5f22ebc2e5aa48a,„Ein Unternehmer beauftragt im eigenen Namen eine IT-Dienstleistung bei einem Dritten und stellt sie seinem Kunden weiter in Rechnung. Wie wird diese Leistung behandelt?“,"Die Leistung muss vom Unternehmer in Rechnung gestellt werden, unabhängig von der Höhe der Leistung. Der Steuerabzug erfolgt in Höhe der zu bezahlenden Umsatzsteuer.","„Als Besorgungsleistung, wobei die Rechtsvorschriften der besorgten IT-Leistung entsprechend anzuwenden sind.“",§ 3a Abs. 4 UStG 1994,1,1,1,1,3,0,"""(4) Besorgt ein Unternehmer eine sonstige Leistung, so sind die für die besorgte Leistung geltenden Rechtsvorschriften auf die Besorgungsleistung entsprechend anzuwenden."" (§ 3a Abs. 4 UStG 1994)",Does not identify the legal concept (Besorgungsleistung iSd § 3a Abs. 4 UStG) and does not address the actual tax treatment. Vague statement about Rechnung/Steuerabzug; not the asked-for legal classification.
31,a5f7eb9ee6d92583,"Ein Autoliebhaber kauft über einen Zeitraum von zwei Jahren systematisch fünf unrestaurierte Oldtimer auf, setzt diese in einer gemieteten Werkstatt unter Einsatz von Fachpersonal instand und verkauft die fahrbereiten Fahrzeuge anschließend mit beträchtlichem Gewinn über spezialisierte Online-Auktionen. Er beabsichtigt, diesen Zyklus fortzusetzen, um daraus seinen Lebensunterhalt zu bestreiten. Ist diese Tätigkeit als private Vermögensverwaltung oder als Gewerbebetrieb gemäß § 23 EStG einzustufen?","Die Frage ist komplex und erfordert eine sorgfältige Analyse. Ich werde mich bemühen, eine präzise Antwort zu geben.

Die Tätigkeit des Autoliebhabers kann sowohl als private Vermögensverwaltung als auch als Gewerbebetrieb gemäß § 23 EStG eingestuft werden. Hier sind die Gründe:

**Private Vermögensverwaltung:**

* Der Autoliebhaber kauft die Oldtimer für seinen persönlichen Besitz und nicht für den Verkauf.
* Er setzt die Fahrzeuge instand, um sie fahrbereit zu machen, was ein persönliches Interesse an der Erhaltung des Wertes der Fahrzeuge ist.
* Der Verkauf der Fahrzeuge über Online-Auktionen kann als eine Möglichkeit angesehen werden, den Wert der Fahrzeuge zu maximieren und somit den persönlichen Besitz zu erhalten.

**Gewerbebetrieb gemäß § 23 EStG:**

* Der Autoliebhaber kauft die Oldtimer systematisch über einen Zeitraum von zwei Jahren, was auf eine planmäßige","Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit wird selbstständig, nachhaltig (geplanter, wiederkehrender Zyklus) und mit eindeutiger Gewinnerzielungsabsicht (Sicherung des Lebensunterhalts) ausgeübt. Durch die aktive Wertsteigerung (Restaurierung) und den systematischen Verkauf am Markt liegt eine Beteiligung am allgemeinen wirtschaftlichen Verkehr vor, die über eine bloße private Sammlertätigkeit hinausgeht.",§ 23 EStG 1988,3,3,3,3,4,0,"""§ 23. Einkünfte aus Gewerbebetrieb sind: 1. Einkünfte aus einer selbständigen, nachhaltigen Betätigung, die mit Gewinnabsicht unternommen wird und sich als Beteiligung am allgemeinen wirtschaftlichen Verkehr darstellt, wenn die Betätigung weder als Ausübung der Land- und Forstwirtschaft noch als selbständige Arbeit anzusehen ist. 2. Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind ... sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft, für die Hingabe von Darlehen oder für die Überlassung von Wirtschaftsgütern bezogen haben."" (§ 23 EStG 1988)","Identifies the relevant criteria of § 23 EStG (Selbständigkeit, Nachhaltigkeit, Gewinnabsicht) but answer is truncated and does not commit to the correct conclusion (Gewerbebetrieb). Reference clearly concludes Gewerbebetrieb."
32,a6a8f8fc274ffabd,Darf Österreich bei der Befreiungsmethode die nach dem DBA steuerfreien Auslandseinkünfte für die Ermittlung des Steuersatzes auf die Inlandseinkünfte berücksichtigen?,"Ja. Österreich darf bei der Befreiungsmethode die nach dem DBA steuerfreien Auslandseinkünfte zur Ermittlung des Progressionsvorbehalts bzw. des Steuersatzes auf die inländischen Einkünfte berücksichtigen, sofern das DBA dies vorsieht oder die innerstaatliche Regelung anwendbar ist.

Rechtsgrundlage: Art. 23A OECD-MA bzw. die jeweiligen DBA-Bestimmungen; innerstaatlich insbesondere § 33 Abs. 1 EStG 1988 (Progressionsvorbehalt).","Ja, nach EStR 2000 Rz 189. Bei der Befreiungsmethode sind die ausländischen Einkünfte zwar selbst steuerfrei, sie dürfen aber regelmäßig im Rahmen des Progressionsvorbehalts bei der Ermittlung des auf die Inlandseinkünfte anzuwendenden Durchschnittssteuersatzes berücksichtigt werden.",EStR 2000 Rz 189,4,3,4,4,4,0,"""Bei der Befreiungsmethode sind die ausländischen Einkünfte zwar selbst steuerfrei, sie dürfen aber regelmäßig im Rahmen des Progressionsvorbehalts bei der Ermittlung des auf die Inlandseinkünfte anzuwendenden Durchschnittssteuersatzes berücksichtigt werden."" (Referenzantwort gestützt auf EStR 2000 Rz 189)
""§ 33. (10) ... Progressionsvorbehalt ..."" (vgl. § 33 EStG 1988)","Correct conclusion (yes); correctly invokes Progressionsvorbehalt and DBA-Bestimmungen. Reference cites EStR 2000 Rz 189 specifically; LLM cites Art. 23A OECD-MA + § 33 Abs. 1 EStG, which is plausible but not the source provided. Slightly over-grounded relative to the specific source."
33,a72e2c06ce04302c,Ein Arzt betreibt seine Ordination als Einzelunternehmer und erzielt daraus Einkünfte. Liegen Einkünfte aus Gewerbebetrieb vor?,"Ja. Die Tätigkeit eines Arztes als Heilbehandlung ist ein Gewerbebetrieb im Sinne des § 23 Z 1 EStG 1988. Die Einkünfte aus der ärztlichen Tätigkeit sind Einkünfte aus Gewerbebetrieb (§ 23 Z 1 EStG), sofern die Tätigkeit nicht als selbständige Arbeit (§ 22 EStG) einzustufen wäre. Die Unterscheidung zwischen selbständiger Arbeit und Gewerbebetrieb ist entscheidend für die Anwendung der verschiedenen Einkunftsarten und die damit verbundenen Steuermessgrößen (Gewinnabschluss vs. Einkommensteuererklärung).","Nein. § 23 Z 1 schließt selbständige Arbeit ausdrücklich aus, Ärzte zählen zu den freien Berufen im Sinne des § 22, die Betriebsform als Einzelunternehmer ändert die Einkunftsart nicht.",§ 23 EStG 1988,1,2,1,3,4,1,"""§ 23. Einkünfte aus Gewerbebetrieb sind: 1. Einkünfte aus einer selbständigen, nachhaltigen Betätigung, die mit Gewinnabsicht unternommen wird und sich als Beteiligung am allgemeinen wirtschaftlichen Verkehr darstellt, wenn die Betätigung weder als Ausübung der Land- und Forstwirtschaft noch als selbständige Arbeit anzusehen ist. 2. Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind ... sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft, für die Hingabe von Darlehen oder für die Überlassung von Wirtschaftsgütern bezogen haben."" (§ 23 EStG 1988)","Wrong conclusion. § 23 Z 1 schließt selbständige Arbeit aus; Ärzte sind freiberuflich tätig (§ 22 Z 1 EStG). LLM concludes ""Ja, Gewerbebetrieb"", opposite to reference. The qualifying clause (""sofern die Tätigkeit nicht als selbständige Arbeit ... einzustufen wäre"") is a hallucination of legal logic — Ärzte ARE selbständige Arbeit, hence not § 23."
34,a76c04ebe0c09995,Ein in Ungarn ansässiger Arbeitnehmer arbeitet vorübergehend physisch in Österreich. Können seine Arbeitslohneinkünfte in Österreich beschränkt steuerpflichtig sein?,"Ja, die Arbeitslohneinkünfte eines in Ungarn ansässigen Arbeitnehmers, der vorübergehend in Österreich arbeitet, können nach den Bestimmungen des österreichischen Einkommensteuergesetzes (EStG) und des internationalen Steuerrechts beschränkt steuerpflichtig sein.

Gemäß § 1 Abs. 2 EStG sind natürliche Personen, die im Inland Einkünfte erzielen, steuerpflichtig. Die beschränkte Steuerpflicht kann sich auf bestimmte Einkunftsarten beziehen, insbesondere auf Einkünfte aus nichtselbständiger Arbeit. Wenn ein Arbeitnehmer vorübergehend in Österreich tätig ist, wird geprüft, ob die im Ausland ansässige Person in Österreich einen steuerpflichtigen Bezug hat.

Die beschränkte Steuerpflicht wird auch durch international geltende Abkommen zur Vermeidung der Doppelbesteuerung (DBA) geregelt. Österreich hat mit Ungarn ein DBA abgeschlossen. Dieses regelt, in welchem Land die Einkünfte aus unselbständiger Arbeit versteuert werden.

Nach Art. 15 des DBA zwischen Österreich und Ungarn sind die Einkünfte aus unselbständiger Arbeit grundsätzlich im Ansässigkeitsstaat (in diesem Fall Ungarn) steuerpflichtig, es sei denn, die Arbeit wird im anderen Vertragsstaat (Österreich) ausgeübt und bestimmte Bedingungen sind erfüllt, wie z.B. die Dauer des Aufenthalts (in der Regel eine kurzfristige Tätigkeit von weniger als 183 Tagen innerhalb eines Jahres).

Zusammenfassend: Wenn der ungarische Arbeitnehmer für einen beschränkten Zeitraum in Österreich arbeitet und die Bedingungen des DBA erfüllt sind, können seine Arbeitslohneinkünfte in Österreich beschränkt steuerpflichtig sein. Dies bedeutet, dass er in Österreich Einkommensteuer auf die inländischen Einkünfte zu entrichten hat.","Ja. Nach § 98 Abs. 1 Z 4 EStG 1988 und EStR 2000 Rz 7951 sind Einkünfte aus nichtselbständiger Arbeit beschränkt auch steuerpflichtig, wenn die Arbeit im Inland ausgeübt oder verwertet wird oder worden ist.",§ 98 Abs. 1 Z 4 EStG 1988;EStR 2000 Rz 7951,4,3,4,5,4,0,"""4. Einkünfte aus nichtselbständiger Arbeit (§ 25), die – im Inland oder auf österreichischen Schiffen ausgeübt oder verwertet wird oder worden ist (Z 2), – aus inländischen öffentlichen Kassen ..."" (§ 98 Abs. 1 Z 4 EStG 1988)",Correct conclusion (yes). Reference cites § 98 Abs. 1 Z 4 EStG; LLM cites § 1 Abs. 2 EStG (incorrect anchor for beschränkte Steuerpflicht — that should be § 1 Abs. 3 / § 98) and adds DBA Art. 15 reasoning. Conclusion is correct but legal anchoring is imprecise.
35,a814177e1db59bf1,Wie lange muss die finanzielle Verbindung zu einem Gruppenmitglied bestehen?,Die Finanzverbindung zu einem Gruppenmitglied muss mindestens 12 Monate bestehen.,Während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitgliedes (§ 9 Abs. 5 KStG).,§ 9 Abs. 5 KStG 1988,1,1,1,2,5,1,"""(5) Die finanzielle Verbindung im Sinne des Abs. 4 muss während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitgliedes vorliegen."" (§ 9 Abs. 5 KStG 1988)","Wrong: reference and § 9 Abs. 5 KStG require Bestehen during the entire Wirtschaftsjahr of the Gruppenmitglied, not ""12 Monate"" as a fixed duration. The ""12 Monate"" figure is fabricated."
36,a8438f4737f31cd8,Ein in Bayern ansässiger Landwirt bewirtschaftet zusätzlich Ackerflächen in Österreich. Sind die daraus erzielten Einkünfte in Österreich beschränkt steuerpflichtig?,"Ja, die Einkünfte sind in Österreich beschränkt steuerpflichtig, da der Landwirt in Bayern ansässig ist und die Ackerflächen in Österreich bewirtschaftet.",Ja. Einkünfte aus einer im Inland betriebenen Land- und Forstwirtschaft unterliegen nach § 98 Abs. 1 Z 1 EStG 1988 und EStR 2000 Rz 7911 der beschränkten Steuerpflicht. Maßgeblich ist die Belegenheit der bewirtschafteten Grundstücke im Inland.,§ 98 Abs. 1 Z 1 EStG 1988;EStR 2000 Rz 7911,4,3,3,3,5,0,"""§ 98. (1) Der beschränkten Einkommensteuerpflicht (§ 1 Abs. 3) unterliegen nur die folgenden Einkünfte: 1. Einkünfte aus einer im Inland betriebenen Land- und Forstwirtschaft (§ 21)."" (§ 98 Abs. 1 Z 1 EStG 1988)",Correct conclusion (yes). Brief; does not cite specific § 98 Abs. 1 Z 1 EStG provision — reasoning relies on common sense rather than the statutory anchor in the reference.
37,a8d48904b45c905e,"Kann eine Person die Zuzugsbegünstigung erhalten, wenn sie erst vor weniger als fünf Jahren aus Österreich weggezogen ist und nun zurückkehrt?","Die Person die Zuzangsüchtigkeit erhalten kann, wenn sie erstvor wenigeralsixjährigen Ablaufzeit aus Österreich weggeworfen ist und nun zurückkehrt, solange es keinen Auslandszuschlag für den Rückzug gibt oder der Auslandsabgabenbetrag nachvollziehbar ist.)","Nein. Liegen zwischen Wegzug und erneutem Zuzug weniger als fünf Jahre, ist die Zuzugsbegünstigung ausgeschlossen.",§ 103 Abs. 2 EStG 1988,0,0,0,0,1,0,"""(2) Abs. 1 ist auf Personen, die den Mittelpunkt ihrer Lebensinteressen aus Österreich wegverlegt haben, nur dann anzuwenden, wenn zwischen diesem Wegzug und dem Zuzug mehr als zehn Jahre verstrichen sind. Für Abs. 1a ist eine Frist von fünf Jahren maßgeblich."" (§ 103 Abs. 2 EStG 1988)","Output is unintelligible. Note also that the reference answer states ""weniger als fünf Jahre"" while § 103 Abs. 2 EStG establishes 10 years for Abs. 1 and 5 years only for Abs. 1a (Wissenschaft/Forschung); reference may itself be incomplete."
38,a8d840323f382fb7,"Ein Unternehmer bewirtet einen wichtigen Geschäftspartner in einem Restaurant. Die Bewirtung dient aus seiner Sicht dem Unternehmen; die Aufwendung ist jedoch ertragsteuerlich nach den einschlägigen Abzugsverboten nicht abzugsfähig. Für die Restaurantrechnung stand ihm bei Bezug ein teilweiser Vorsteuerabzug zu. Kann insoweit ein steuerbarer Eigenverbrauch vorliegen, obwohl die Leistung betrieblich veranlasst war?","**Sachverhalt:**  
Ein Unternehmer bewirtet einen Geschäftspartner in einem Restaurant. Die Bewirtung dient betrieblich, ist aber ertragsteuerlich nicht abzugsfähig (z.B. wegen der 70%-Regelung bei Bewirtungskosten). Für die Restaurantrechnung stand ihm jedoch ein teilweiser Vorsteuerabzug zu.

**Fragestellung:**  
Kann insoweit ein steuerbarer Eigenverbrauch vorliegen, obwohl die Leistung betrieblich veranlasst war?

---

### 1. Grundsätzliche Ausgangslage

- **Ertragsteuerliche Behandlung:**  
  Bewirtungskosten sind grundsätzlich nur zu 70 % als Betriebsausgaben abzugsfähig (§ 4 Abs. 5 Nr. 2 EStG). Der nicht abzugsfähige Anteil ist ertragsteuerlich nicht abzugsfähig.

- **Umsatzsteuerliche Behandlung:**  
  Der Unternehmer hat für die Restaurantrechnung Vorsteuer gezogen, soweit die Bewirtung betrieblich veranlasst ist.

---

### 2. Steuerbarer Eigenverbrauch im Umsatzsteuerrecht

- **Eigenverbrauch** liegt vor, wenn ein Unternehmer Gegenstände oder Leistungen für private Zwecke oder für Zwecke außerhalb seines Unternehmens verwendet (§","Ja. § 1 Abs. 1 Z 2 lit. a UStG erfasst auch Aufwendungen, die Zwecken des Unternehmens dienen, aber nach den dort genannten ertragsteuerlichen Vorschriften nicht abzugsfähig sind; die Besteuerung setzt nur voraus, dass der Gegenstand oder seine Bestandteile zu einem vollen oder teilweisen Vorsteuerabzug berechtigt haben.",§ 1 Abs. 1 Z 2 lit. a UStG 1994,3,2,3,3,4,1,"""§ 1. (1) Der Umsatzsteuer unterliegen die folgenden Umsätze: ... 2. der Eigenverbrauch im Inland. Eigenverbrauch liegt vor, a) soweit ein Unternehmer Ausgaben (Aufwendungen) tätigt, die Leistungen betreffen, die Zwecken des Unternehmens dienen, und nach § 20 Abs. 1 Z 1 bis 5 des Einkommensteuergesetzes 1988 oder nach § 12 Abs. 1 Z 1 bis 5 des Körperschaftsteuergesetzes 1988 nicht abzugsfähig sind. ... Eine Besteuerung erfolgt nur, wenn der Gegenstand oder seine Bestandteile zu einem vollen oder teilweisen Vorsteuerabzug berechtigt haben;"" (§ 1 Abs. 1 Z 2 lit. a UStG 1994)","Truncated analysis that confuses German and Austrian law. The ""70%-Regelung"" / ""§ 4 Abs. 5 Nr. 2 EStG"" is German law, not Austrian (in Austria Bewirtungskosten Regelung steckt in § 20 Abs. 1 Z 3 EStG / § 12 KStG; abzugsfähig ist 50%, nicht 70%). Hallucinated cross-jurisdictional citation."
39,a8d8f631479ee331,Was sind Einnahmen nach § 15 EStG?,"Bei Betrieben gewerblicher Art, rechnungslegungspflichtigen Erwerbs- und Wirtschaftsgenossenschaften und vergleichbaren unbeschränkt steuerpflichtigen ausländischen Körperschaften ist der Gewinn nach § 5 EStG zu ermitteln.","Geld oder geldwerte Vorteile, die dem Steuerpflichtigen im Rahmen der Einkunftsarten zufließen.",EStG § 15,1,1,0,1,3,1,"""§ 15. (1) Einnahmen liegen vor, wenn dem Steuerpflichtigen Geld oder geldwerte Vorteile im Rahmen der Einkunftsarten des § 2 Abs. 3 Z 4 bis 7 zufließen."" (§ 15 Abs. 1 EStG 1988)","Answer cites § 5 EStG content (Gewinnermittlung) which is unrelated to § 15 (Einnahmen). Wrong provision content, fabricated claim about § 15."
40,a9186ae5b6b4ce48,Ab wann treten die geänderten Selbstberechnungsregeln (BGBl. I Nr. 97/2025) in Kraft?,"Die geänderten Selbstberechnungsregeln treten gemäß BGBl. I Nr. 97/2025 mit dem 1. Jänner 2026 in Kraft. Dies wird durch § 131 EStG 1988, der die Inkrafttretensbestimmungen für Gesetzesänderungen enthält, geregelt.","Grundsätzlich ab 1. April 2026. Der Finanzminister kann das Inkrafttreten aber per Verordnung bis 1. Jänner 2027 verschieben, falls die technischen Voraussetzungen noch nicht gegeben sind (§ 18 Abs. 2x GrEStG).",§ 18 Abs. 2x GrEStG 1987,1,1,1,2,4,1,"""(2x) ... § 7 Abs. 3, § 10, § 11 samt Überschrift, § 12, § 13, § 15, § 16 samt Titel, jeweils in der Fassung des Bundesgesetzes BGBl. I Nr. 97/2025, treten mit 1. April 2026 in Kraft, wobei der Bundesminister für Finanzen ermächtigt wird, durch Verordnung das Inkrafttreten dieser Bestimmungen bis zum 1. Jänner 2027 zu verschieben, wenn die notwendigen technischen Voraussetzungen für die Vollziehung dieser Bestimmungen noch nicht gegeben sind."" (§ 18 Abs. 2x GrEStG 1987)","Wrong date (1. Jänner 2026); correct date is 1. April 2026 with optional Verschiebung bis 1. Jänner 2027. Hallucinated citation ""§ 131 EStG 1988""; correct anchor is § 18 Abs. 2x GrEStG."
41,a930fc31abe8218f,Eine in Deutschland ansässige GmbH schließt das Umsatzgeschäft über eine Ware über ihre im Inland gelegene Zweigniederlassung in eigenem Namen ab; die Ware wird anschließend in die Schweiz verbracht. Ist diese Zweigniederlassung ausländischer Abnehmer iSd § 7?,"Beantworte die steuerrechtliche Frage. Nutze den bereitgestellten Gesetzestext als Hauptinformationsquelle, ziehe aber bei Bedarf auch dein allgemeines Wissen hinzu.

Frage:
Eine in Deutschland ansässige GmbH schließt das Umsatzgeschäft über eine Ware über ihre im Inland gelegene Zweigniederlassung in eigenem Namen ab; die Ware wird anschließend in die Schweiz verbracht. Ist diese Zweigniederlassung ausländischer Abnehmer iSd § 7?

Gesetzestext:
Fällen keine Veräußerung vor: – Bei der Übertragung auf ein anderes Depot desselben Steuerpflichtigen bei derselben depotführenden Stelle. – Bei der Übertragung auf ein Depot desselben Steuerpflichtigen bei einer inländischen depotführenden Stelle, wenn der Steuerpflichtige die übertragende depotführende Stelle beauftragt, der übernehmenden depotführenden Stelle die Anschaffungskosten mitzuteilen. – Bei der Übertragung von einer inländischen depotführenden Stelle auf ein Depot desselben Steuerpflichtigen bei einer ausländischen depotführenden Stelle, wenn der Steuerpflichtige die übertragende 

Antwort:",Nein. Eine im Inland befindliche Zweigniederlassung ist nach § 7 Abs. 2 lit. b nicht ausländischer Abnehmer; daher trägt § 7 Abs. 1 Z 2 nicht.,§ 7 Abs. 1 Z 2 UStG 1994; § 7 Abs. 2 lit. b UStG 1994,0,0,0,0,1,0,"""(2) Ausländischer Abnehmer ist a) ein Abnehmer, der keinen Wohnsitz (Sitz) im Inland hat, b) eine Zweigniederlassung eines im Inland ansässigen Unternehmers, die ihren Sitz nicht im Inland hat, wenn sie das Umsatzgeschäft im eigenen Namen abgeschlossen hat. Eine im Inland befindliche Zweigniederlassung eines Unternehmers ist nicht ausländischer Abnehmer."" (§ 7 Abs. 2 UStG 1994)",No actual answer produced — output is the system/prompt template echoed back without a substantive response.
42,a9573985380031c1,Wird die vom Käufer zu zahlende Grunderwerbsteuer selbst auch noch Teil der Bemessungsgrundlage (Gegenleistung)?,"zu raten. Benutzerfrage: Wird die vom Käufer zu zahlende Grunderwerbsteuer selbst auch noch Teil der Bemessungsgrundlage (Gegenleistung)? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 Einkommen aus Gewerbebetrieb ins steuerliche Einkommen aus nichtselbstaendiger Arbeit fallen die bestimmten Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Nein. Gemäß § 5 Abs. 4 GrEStG wird die Grunderwerbsteuer, die für den zu besteuernden Erwerbsvorgang zu entrichten ist, der Gegenleistung weder hinzugerechnet noch von ihr abgezogen.",§ 5 Abs. 4 GrEStG 1987,0,0,0,0,1,0,"""(4) Die Grunderwerbsteuer, die für den zu besteuernden Erwerbsvorgang zu entrichten ist, wird der Gegenleistung weder hinzugerechnet noch von ihr abgezogen."" (§ 5 Abs. 4 GrEStG 1987)",Output is unintelligible and off-topic; does not state the Nein/§ 5 Abs. 4 GrEStG conclusion.
43,aa3ee552803ec8e2,"""An welchem Ort ist eine Vermittlungsleistung an einen Nichtunternehmer erbracht?""","Eine Vermittlungsleistung an einen Nichtunternehmer ist grundsätzlich dort erbracht, wo der leistungsempfangende Nichtunternehmer seinen Wohnsitz oder gewöhnlichen Aufenthalt hat (§ 3a Abs. 5 Z 3 UStG 1994). Wenn der leistende Unternehmer im Gemeinschaftsgebiet weder sein Unternehmen betreibt noch eine Betriebsstätte hat, kann er unter bestimmten Voraussetzungen die Sonderregelung für Drittlandsunternehmer in Anspruch nehmen (§ 25a UStG 1994).","""Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird.""",§ 3a Abs. 8 UStG 1994,1,1,1,3,4,1,"""(8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird."" (§ 3a Abs. 8 UStG 1994)","Wrong rule: per § 3a Abs. 8 UStG der Leistungsort einer Vermittlungsleistung an Nichtunternehmer ist der Ort des vermittelten Umsatzes, nicht der Wohnsitz des Empfängers. LLM also conflates with elektronische Leistungen (Abs. 13). Citation of § 3a Abs. 5 Z 3 is misapplied."
44,aaa92d6cf12e90be,"Was ist die ""Investitionsprämie"" im Zuge der COVID-Gesetze?",", sind als Kryptowährungen anzusehen. Dies umfasst auch Token, die auf einer Blockchain basieren. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensgegenstand zu behandeln. Die Kryptowährung ist als Vermögensge",Ein Zuschuss von 7 % bzw. 14 % für Neuinvestitionen in Unternehmen.,InvPrG,0,0,0,0,1,0,"""Ein Zuschuss von 7 % bzw. 14 % für Neuinvestitionen in Unternehmen."" (Investitionsprämiengesetz; Referenzantwort)",Output is repetitive and unrelated (about Kryptowährungen) — does not address the InvPrG question at all.
